,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9
2925,1.48,4.81,2.35,6.77,6.09,0.04,0.24,-0.28,-0.56,0.54,0.42,-0.48,2.2,3.76,7.02,1.68,1.21,0.06,-0.39,0.56
2926,0.38,2.3,3.0,-0.13,2.77,2.25,3.2,-0.61,-0.53,-0.37,2.29,0.47,1.56,0.28,2.73,1.71,0.05,3.62,-0.07,0.26
2927,0.82,1.72,3.22,4.6,5.56,-0.92,3.67,1.41,0.1,0.25,2.51,1.96,4.81,4.49,2.86,3.45,2.12,2.87,3.36,0.32
2928,0.86,3.45,2.1,3.84,1.72,-0.03,-0.68,0.95,-0.28,-0.9,1.17,-0.27,0.33,1.03,4.1,2.53,6.63,1.47,0.0,0.26
2929,-1.13,0.4,2.36,2.74,4.47,0.33,-0.08,2.33,0.44,-0.95,2.12,2.63,-0.93,1.84,4.53,1.51,1.96,1.98,1.91,1.02
2930,1.37,4.81,2.35,6.77,6.09,-0.56,0.04,-0.12,1.6,0.54,1.88,-0.48,2.2,3.76,7.02,1.68,1.21,0.06,0.4,0.56
2931,2.51,2.3,-0.37,-0.13,2.77,2.25,3.2,3.0,-0.61,-0.53,-0.3,0.47,1.56,0.28,2.73,1.71,0.05,3.62,-1.29,0.26
2932,2.41,0.25,3.22,4.6,5.56,-0.92,1.72,1.41,0.1,3.67,7.26,1.96,4.81,4.49,2.86,3.45,2.12,-0.55,3.36,0.32
2933,3.86,3.45,-0.94,3.84,1.72,-0.26,-0.9,-0.68,-0.28,0.16,6.66,1.03,-0.25,1.47,4.1,2.53,6.63,-0.76,0.26,0.33
2934,7.43,0.4,-0.95,2.36,4.47,-0.15,-0.19,-0.08,-0.41,-0.15,1.08,2.63,1.02,1.84,4.53,1.51,1.98,1.96,-0.93,1.91
2935,4.45,4.81,6.77,5.14,6.09,2.35,0.04,-0.56,0.54,-0.12,0.91,-0.48,1.82,3.76,7.02,1.68,1.21,0.06,2.2,0.56
2936,5.33,2.3,3.0,2.77,0.46,2.25,-0.13,-0.61,3.2,-0.37,4.73,0.47,1.56,0.28,2.73,1.71,0.05,3.62,-1.29,0.26
2937,3.56,-0.48,1.21,1.82,3.76,7.02,1.68,-0.01,2.2,0.56,2.22,1.96,4.81,4.49,2.86,3.45,2.12,2.87,3.36,-0.55
2938,0.91,2.63,1.02,1.84,4.53,1.51,1.98,0.02,-0.45,-0.24,6.54,1.03,-0.25,1.47,4.1,2.53,6.63,-0.76,0.26,-0.27
2939,2.96,0.47,1.56,2.73,1.71,-0.07,3.62,0.05,-1.29,0.26,1.05,-0.26,-0.94,3.84,1.72,-0.9,-0.68,-0.32,-1.61,0.16
2940,4.45,2.3,3.41,2.77,0.46,2.25,1.13,3.0,3.2,-0.37,2.86,0.25,3.22,4.6,5.56,-0.92,3.67,1.41,0.1,1.65
2941,5.1,4.81,6.77,5.14,6.09,2.35,0.04,-0.28,1.6,0.54,2.36,-0.95,-0.19,2.74,4.47,0.4,2.33,-0.41,0.44,0.54
2942,2.53,2.2,0.4,1.82,3.76,1.68,1.21,0.06,0.11,0.56,3.69,1.96,4.81,4.49,2.86,3.45,2.12,-0.55,3.36,2.87
2943,2.56,2.63,1.02,1.84,4.53,1.51,1.98,1.96,-0.93,1.91,1.48,1.03,-0.25,1.47,4.1,2.53,6.63,-0.76,-0.68,0.33
2944,0.34,-0.41,1.56,2.73,1.71,-1.29,0.05,0.13,-0.07,0.26,1.48,-0.26,-0.32,3.84,1.72,-0.94,-0.68,0.95,-0.28,0.39
2945,0.18,3.41,-0.37,2.77,0.46,2.25,1.13,-0.61,3.2,3.0,-0.02,0.25,1.72,4.6,5.56,3.22,3.67,-0.92,-0.44,1.65
2946,4.25,4.81,6.77,5.14,6.09,2.35,0.04,-0.56,-0.13,-0.03,0.03,-0.95,-0.19,2.74,4.47,0.4,2.33,-0.41,0.54,-0.15
2947,0.42,-0.48,-0.01,1.82,7.02,1.68,1.21,-0.06,0.38,0.56,2.37,1.96,4.81,4.49,2.86,0.74,2.12,-0.55,-0.21,-0.08
2948,0.56,2.63,1.02,1.84,4.53,1.51,0.11,1.98,1.96,1.91,1.37,1.03,1.72,1.47,4.1,2.53,6.63,-0.76,-0.25,0.26
2949,2.29,0.47,1.56,0.28,2.73,1.71,-1.29,0.13,0.36,0.26,1.94,-0.26,-0.32,-0.03,1.72,-0.2,-0.68,0.95,-0.28,0.39
2950,0.38,3.41,3.0,2.77,0.46,2.25,1.13,-0.53,-0.4,-0.37,0.18,0.25,1.72,4.6,5.56,3.22,3.67,-0.92,1.41,1.65
2951,0.82,0.25,1.72,4.6,5.56,3.22,-0.92,3.67,1.41,1.65,1.48,4.81,6.77,5.14,6.09,0.04,2.35,1.6,0.54,-0.13
2952,1.08,2.63,1.84,1.98,4.53,1.51,0.11,1.96,-0.93,1.91,5.33,3.41,3.0,2.77,0.46,2.25,-0.13,1.13,3.2,-0.37
2953,7.26,2.12,1.96,4.49,2.86,4.81,2.87,-0.42,3.36,0.32,3.86,2.1,-0.32,3.84,1.72,-0.03,-0.68,0.95,-0.28,0.16
2954,1.88,-0.48,2.2,1.82,7.02,3.76,1.68,1.21,0.06,-0.01,2.8,-0.95,-0.19,2.74,4.47,0.4,2.33,-0.08,0.44,0.54
2955,2.41,0.25,1.72,4.6,5.56,3.22,3.67,1.41,0.1,1.65,1.37,4.81,2.35,5.14,6.09,0.04,-0.56,-0.28,1.6,2.99
2956,6.66,0.33,1.72,1.47,4.1,2.53,6.63,1.03,0.0,0.26,4.73,0.47,1.56,0.28,2.73,1.71,-1.29,3.62,0.05,0.26
2957,0.91,2.63,1.84,1.98,4.53,1.51,0.11,1.96,1.02,1.91,4.45,3.41,-0.37,2.77,0.46,2.25,-0.13,1.13,3.2,3.0
2958,2.22,1.96,-0.44,4.49,2.86,4.81,2.12,-0.55,3.36,2.87,1.05,2.1,-0.32,3.84,1.72,-0.03,-0.68,0.95,-1.61,0.16
2959,0.84,-0.48,-0.01,1.82,7.02,3.76,1.21,0.1,0.38,2.2,7.43,-0.95,-0.19,2.74,4.47,0.4,2.33,-0.08,0.44,0.54
2960,2.86,0.25,3.67,4.6,5.56,3.22,1.72,-0.92,-0.44,1.65,0.74,4.81,2.35,5.14,6.09,0.04,-0.56,0.54,1.6,-0.13
2961,6.54,1.03,-0.25,1.47,4.1,2.53,-0.76,-0.27,0.26,0.33,2.96,0.47,1.56,0.28,2.73,1.71,-0.24,3.62,-1.29,0.26
2962,3.69,1.96,-0.44,4.49,2.86,4.81,2.87,2.12,-0.21,-0.55,2.51,3.41,3.0,2.77,0.46,2.25,-0.13,1.13,3.2,-0.37
2963,2.36,-0.95,0.4,2.74,4.47,-0.03,2.33,-0.08,0.44,0.54,1.48,0.33,1.72,1.47,4.1,1.03,6.63,-0.25,-0.68,0.26
2964,-0.02,-0.03,3.67,4.6,5.56,3.22,1.72,-0.92,1.41,1.65,2.56,2.63,1.02,1.84,4.53,1.98,1.96,-0.93,1.91,1.51
2965,-0.3,-0.24,1.56,0.28,2.73,1.71,3.62,0.26,-0.07,0.05,5.1,4.81,2.35,5.14,6.09,0.04,-0.28,-0.12,0.54,1.6
2966,1.48,2.1,-0.2,3.84,1.72,-0.26,-0.68,-0.94,-0.28,0.16,3.56,-0.48,0.4,1.21,1.82,3.76,0.06,-0.01,2.2,0.11
2967,2.37,2.12,1.96,4.49,2.86,4.81,-0.44,2.87,3.36,-0.55,0.18,3.41,-0.37,2.77,0.46,2.25,-0.13,1.13,3.2,3.0
2968,-1.13,-0.95,-0.19,2.74,4.47,-0.03,2.33,-0.41,-0.15,0.54,1.37,1.03,2.3,1.47,4.1,2.53,6.63,1.72,-0.76,0.26
2969,0.18,0.25,3.67,4.6,5.56,3.22,1.72,-0.92,1.41,1.65,0.56,2.63,1.02,1.84,4.53,1.98,1.96,1.91,0.02,1.51
2970,1.94,2.1,-0.26,3.84,1.72,-0.03,-0.68,0.95,-0.28,0.16,2.53,4.71,0.4,1.82,0.3,3.76,-0.01,0.1,0.1,2.2
2971,0.34,-1.14,1.56,0.28,2.73,1.71,0.26,-0.07,0.13,0.36,4.25,4.81,2.35,5.14,6.09,0.04,-0.56,-0.28,1.6,2.99
2972,2.51,1.96,4.81,4.49,2.86,2.12,3.36,2.87,0.02,-0.55,0.38,3.41,3.0,-0.13,2.77,2.25,3.2,1.13,-0.53,-0.37
2973,0.07,-0.95,2.33,-0.19,4.47,-0.03,-0.08,-0.13,0.44,0.54,1.17,1.72,2.3,6.63,1.47,2.53,4.1,0.0,0.26,0.33
2974,0.82,0.1,3.67,4.6,5.56,3.22,1.72,-0.92,-0.44,1.65,2.12,2.63,1.02,1.84,4.53,1.98,0.11,-0.93,1.91,-0.24
2975,-0.01,-0.26,2.1,3.84,1.72,-0.03,-0.68,-0.94,-1.61,0.16,0.42,4.71,-0.01,1.82,7.02,3.76,1.21,0.3,0.1,0.38
2976,2.29,0.26,1.56,0.28,2.73,1.71,3.62,-0.07,0.47,-1.14,1.48,4.81,2.35,0.04,6.09,-0.28,-0.56,2.99,1.6,0.54
2977,6.66,1.03,2.3,6.63,1.47,2.53,4.1,1.72,-0.26,0.0,7.26,1.96,4.81,4.49,2.86,2.12,2.87,0.02,3.36,0.32
2978,2.8,-0.95,-0.19,2.74,4.47,0.33,2.33,0.4,0.54,0.44,0.11,3.84,0.95,2.1,1.72,-0.94,-0.68,-0.26,-0.28,0.16
2979,5.33,3.41,3.0,-0.13,2.77,3.2,1.13,-0.53,-0.16,-0.37,1.88,4.71,1.82,3.76,7.02,1.21,0.3,2.2,0.1,-0.48
2980,4.73,-1.14,1.56,0.28,2.73,1.71,2.01,3.62,0.47,0.26,2.41,0.25,3.67,4.6,5.56,3.22,1.72,-0.92,1.41,1.65
2981,1.37,4.81,2.35,6.77,6.09,0.04,-0.56,-0.12,1.6,2.99,1.08,2.63,1.02,1.84,4.53,1.98,0.11,1.96,-0.93,1.91
2982,6.54,1.03,2.3,6.63,1.47,2.53,4.1,1.72,-0.26,0.26,-0.02,1.96,4.81,4.49,2.86,2.12,2.87,0.02,3.36,0.32
2983,7.43,-0.95,-0.19,2.74,4.47,0.33,2.33,-0.08,0.44,0.54,3.86,3.84,0.95,2.1,1.72,-0.94,-0.68,-0.26,-0.28,0.16
2984,4.45,3.41,3.0,-0.13,2.77,3.2,1.13,-0.53,-0.16,-0.37,0.91,4.71,1.21,1.82,7.02,3.76,0.3,2.2,0.1,-0.01
2985,2.96,1.56,0.28,2.73,2.01,1.71,0.26,3.62,-1.14,-0.07,2.08,-0.39,3.67,4.6,5.56,3.22,1.72,0.1,1.41,1.65
2986,0.74,4.81,2.35,6.77,6.09,0.04,-0.56,-0.12,0.54,1.6,0.91,1.02,2.63,1.84,4.53,1.98,1.96,-0.93,1.91,0.02
2987,1.48,0.33,1.72,6.63,2.3,1.03,4.1,-0.76,-0.68,0.26,3.69,1.96,4.81,4.49,2.86,2.12,2.87,0.02,3.36,0.32
2988,2.36,-0.95,0.4,2.74,4.47,0.33,2.33,-0.19,-0.15,0.54,1.05,3.84,0.95,2.1,1.72,-0.03,-0.68,-0.11,-0.28,0.16
2989,2.51,3.41,3.0,-0.13,2.77,3.2,1.13,-0.53,-0.16,-0.37,3.56,-0.48,4.71,1.82,7.02,3.76,1.21,0.3,-0.01,0.11
2990,0.94,1.56,0.26,2.73,2.01,1.71,0.28,3.62,-1.14,-0.07,2.86,0.25,3.67,4.6,5.56,3.22,1.72,-0.92,1.41,1.65
2991,5.1,2.35,-0.56,6.77,6.09,0.04,-0.12,-0.28,0.54,1.6,2.56,1.02,2.63,1.98,4.53,1.96,0.11,0.02,-0.93,1.18
2992,4.25,2.35,6.77,5.14,6.09,0.04,-0.12,2.99,1.6,-0.13,0.4,3.41,3.0,-0.13,2.77,2.25,1.13,-0.53,-0.4,-0.22
2993,2.53,4.71,2.2,1.82,7.02,3.76,0.06,1.21,0.3,0.4,1.37,1.03,1.72,6.63,2.3,2.53,4.1,1.47,-0.26,0.26
2994,-0.02,0.25,3.67,4.6,5.56,3.22,1.72,-0.27,1.41,1.65,1.48,3.84,0.95,2.1,1.72,-0.03,-0.68,-0.26,-0.28,0.16
2995,2.37,1.96,4.81,4.49,2.86,2.12,2.87,3.36,0.02,0.32,-1.13,-0.95,0.4,2.36,4.47,-0.16,2.33,-0.19,0.44,0.54
2996,0.56,1.02,2.63,1.84,4.53,1.98,1.96,-0.93,1.91,1.18,-0.34,1.56,0.26,2.73,2.01,1.71,0.28,3.62,0.19,-0.07
2997,1.48,2.35,6.77,5.14,6.09,0.04,-0.12,0.54,1.6,-0.13,0.38,3.41,-0.37,-0.13,2.77,2.25,3.2,1.13,-0.1,3.0
2998,0.42,4.71,2.2,1.82,0.3,7.02,3.76,1.21,0.06,0.38,1.17,1.03,1.72,6.63,2.3,2.53,4.1,1.47,0.26,-0.76
2999,0.82,0.25,3.67,4.6,5.56,3.22,1.72,-0.27,-0.44,1.65,1.94,3.84,0.95,2.1,1.72,-0.03,-0.68,-0.26,-0.28,0.16
3000,2.51,1.96,4.81,4.49,2.86,3.45,2.12,3.36,0.32,2.87,0.07,-0.95,-0.16,2.74,4.47,0.33,2.33,2.36,-0.15,0.54
3001,2.12,1.91,2.63,1.84,4.53,1.98,-0.13,1.18,1.02,-0.24,2.29,1.56,0.26,0.28,2.73,2.01,1.71,0.19,3.62,-1.14
3002,4.45,2.35,6.77,5.14,6.09,0.04,-0.12,0.54,1.6,-0.13,5.33,3.41,3.0,-0.13,2.77,2.25,3.2,1.13,-0.53,-0.37
3003,1.88,-0.48,4.71,1.82,7.02,3.76,1.21,0.3,0.1,-0.01,6.66,1.03,1.72,6.63,2.3,1.47,4.1,2.53,0.26,-0.76
3004,2.41,0.25,3.67,4.6,5.56,3.22,1.72,-0.92,1.41,1.65,0.86,3.84,0.95,2.1,1.72,-0.94,-0.26,-0.11,-1.61,0.39
3005,7.26,2.12,4.81,4.49,2.86,3.45,3.36,-0.42,0.32,-0.08,2.8,-0.95,0.4,2.74,4.47,0.33,-0.16,2.36,0.54,0.44
3006,1.08,1.91,2.63,1.84,4.53,1.98,-0.13,1.96,1.02,1.18,4.73,1.56,0.26,2.73,2.01,0.28,1.71,3.62,-1.14,-0.07
3007,-0.32,2.33,0.4,2.74,4.47,0.33,2.36,-0.19,0.44,0.54,4.45,3.41,3.0,2.77,2.25,3.2,-0.13,1.13,-0.53,-0.37
3008,0.91,-0.48,4.71,1.82,7.02,0.3,1.21,-0.01,0.1,2.2,-0.02,0.25,3.67,4.6,5.56,3.22,1.72,-0.92,-0.44,1.65
3009,0.32,2.12,4.81,4.49,2.86,3.45,3.36,2.87,0.32,-0.42,1.37,4.81,6.77,5.14,6.09,0.04,2.35,-0.56,2.99,-0.12
3010,2.36,2.33,-0.19,0.33,4.47,-0.16,2.36,0.4,0.44,0.54,2.51,3.41,3.0,2.77,2.25,3.2,-0.13,1.13,-0.53,-0.37
3011,1.48,1.03,1.72,6.63,2.3,1.47,4.1,-0.76,0.26,-0.68,2.56,1.02,2.63,1.84,4.53,1.98,-0.13,1.96,1.91,1.18
3012,3.56,4.71,2.2,1.82,7.02,0.3,1.21,0.06,0.38,0.4,2.86,0.25,3.67,4.6,5.56,3.22,1.72,-0.92,1.41,1.65
3013,3.69,2.12,4.81,4.49,2.86,3.45,2.87,3.36,-0.08,-0.44,5.1,4.81,6.77,5.14,6.09,0.04,2.35,-0.56,0.54,-0.12
3014,3.86,3.84,0.95,2.1,1.72,-0.94,-0.68,-0.26,-0.28,0.16,2.96,0.26,1.56,0.28,1.71,0.19,-1.29,3.62,0.05,-1.14
3015,1.37,1.03,1.72,6.63,1.47,2.53,4.1,-0.76,-0.16,-0.46,0.56,1.02,2.63,1.84,1.98,0.11,-0.13,1.96,-0.31,1.91
3016,2.37,1.96,4.81,4.49,2.86,3.45,2.12,3.36,2.87,0.32,4.25,4.81,2.35,6.77,5.14,6.09,0.04,-0.12,1.6,2.99
3017,1.48,3.84,0.95,2.1,1.72,-0.94,-0.2,-0.68,-0.28,0.16,2.51,1.96,4.81,4.49,2.86,3.45,2.12,3.36,0.02,0.32
3018,1.17,0.12,1.72,6.63,1.47,2.53,4.1,-0.76,-0.16,-0.46,0.82,0.25,3.67,4.6,5.56,3.22,-0.92,-0.25,1.41,1.65
3019,7.43,0.4,0.33,2.74,4.47,-0.16,2.33,2.36,0.44,0.54,1.48,4.81,6.77,6.09,5.14,0.04,2.35,0.24,0.54,-0.28
3020,1.94,3.84,0.95,2.1,1.72,-0.2,-0.94,-0.68,-0.28,0.16,7.26,1.96,4.81,4.49,2.86,3.36,2.87,0.32,0.1,-0.08
3021,5.33,3.41,3.0,2.77,2.25,3.2,-0.13,1.13,-0.53,-0.37,1.08,1.02,2.63,1.84,1.98,1.96,0.02,1.51,1.91,1.18
3022,4.73,1.56,0.28,2.73,1.71,2.01,0.19,-0.07,3.62,0.26,0.42,4.71,1.21,1.82,7.02,0.3,0.06,3.76,2.2,-0.48
3023,6.66,1.03,1.72,6.63,2.3,1.47,2.53,4.1,0.26,-0.46,2.41,-0.39,4.6,3.22,5.56,1.72,3.67,-0.92,-0.44,1.65
3024,2.8,0.4,2.36,2.74,4.47,0.33,2.33,0.44,0.54,-0.41,4.45,4.81,6.77,6.09,5.14,0.04,2.35,0.24,0.54,1.6
3025,1.05,3.84,0.95,2.1,1.72,-0.26,-0.94,-0.18,-0.28,0.16,0.32,1.96,4.81,4.49,2.86,3.45,2.12,3.36,0.32,2.87
3026,4.45,3.41,3.0,2.77,2.25,3.2,-0.13,1.13,-0.53,-0.37,0.68,1.02,2.63,1.84,1.98,1.96,0.02,1.18,1.91,1.51
3027,2.29,2.73,1.56,0.28,2.01,1.71,-0.07,0.05,3.62,0.26,2.53,4.71,1.82,3.76,7.02,0.3,1.21,0.06,2.2,0.4
3028,6.54,1.03,1.72,6.63,2.3,1.47,2.53,4.1,0.0,0.26,0.18,0.25,3.67,4.6,5.56,3.22,1.72,-0.92,0.24,1.65
3029,0.07,0.4,2.36,2.74,4.47,2.33,-0.41,-0.19,0.44,0.54,1.37,4.81,6.77,6.09,5.14,0.04,2.35,0.24,2.99,-0.56
3030,-0.02,0.1,3.67,4.6,5.56,3.22,1.72,-0.39,-0.44,0.15,2.51,3.41,-0.37,2.77,2.25,3.2,2.3,1.13,3.0,-0.1
3031,5.1,4.81,6.77,6.09,5.14,0.04,2.35,0.24,0.54,-0.12,1.48,1.03,1.72,6.63,2.3,1.47,4.1,0.26,-0.68,-0.46
3032,1.88,-0.48,1.21,1.82,7.02,0.3,3.76,0.1,-0.39,0.38,3.86,0.95,-0.11,3.84,1.72,2.1,0.16,-0.2,-0.28,0.39
3033,0.91,1.02,2.63,1.84,1.98,0.11,0.02,1.91,1.51,-0.04,2.36,0.4,2.36,2.74,4.47,0.33,2.33,-0.08,0.54,0.44
3034,3.69,2.12,4.81,4.49,2.86,3.45,2.87,3.36,-0.08,-0.28,2.96,0.47,1.56,2.73,2.01,1.71,0.28,0.19,3.62,0.26
3035,2.86,0.25,0.1,4.6,5.56,-0.25,-0.39,3.67,0.24,0.15,0.38,3.41,3.0,2.77,2.25,3.2,-0.13,1.13,-0.53,-0.37
3036,4.25,4.81,6.77,6.09,5.14,0.04,2.35,-0.12,2.99,1.6,1.37,0.33,2.3,6.63,1.47,2.53,4.1,1.72,0.26,-0.46
3037,0.91,4.71,1.82,3.76,7.02,0.3,1.21,2.2,0.38,-0.48,0.86,0.95,-0.11,3.84,1.72,2.1,0.16,-0.2,-0.37,0.39
3038,0.56,1.02,2.63,1.84,1.98,1.96,0.02,-0.93,1.18,1.51,-1.13,0.4,2.36,2.74,4.47,0.33,2.33,-0.46,0.54,0.44
3039,2.37,2.12,4.81,4.49,2.86,3.45,2.87,3.36,0.32,-0.28,-0.34,1.56,0.28,2.73,2.01,0.13,0.19,-1.29,3.62,0.26
3040,0.82,0.25,0.1,4.6,3.22,1.72,5.56,3.67,0.24,0.15,-0.14,3.41,3.0,2.77,2.25,-0.13,1.13,-0.53,-0.4,-0.37
3041,1.48,4.81,6.77,6.09,5.14,0.04,2.35,0.24,0.54,-0.56,1.17,0.33,2.3,6.63,1.47,2.53,4.1,1.03,0.26,-0.46
3042,3.56,4.71,1.82,3.76,7.02,0.3,1.21,2.2,0.11,-0.48,1.48,0.95,-0.11,3.84,1.72,2.1,0.16,-0.94,-0.28,0.39
3043,2.12,1.02,2.63,1.84,1.98,1.96,0.02,-0.93,1.18,1.51,7.43,0.4,2.36,2.74,4.47,0.33,2.33,-0.06,0.54,0.44
3044,2.51,2.12,0.32,4.81,2.86,4.49,3.36,3.45,-0.14,2.87,0.34,1.56,0.28,2.73,2.01,0.13,0.19,-1.29,3.62,0.26
3045,5.33,3.41,3.0,2.77,2.25,3.2,2.3,1.13,-0.53,-0.37,7.26,2.12,4.81,4.49,2.86,3.45,3.36,-0.14,-0.55,2.87
3046,6.66,1.03,2.3,6.63,1.47,2.53,4.1,1.72,0.26,-0.46,1.94,0.95,-0.26,3.84,1.72,2.1,0.16,-0.94,-0.37,-0.18
3047,1.08,1.02,-0.45,1.84,1.98,1.96,0.02,0.17,1.91,1.51,4.45,4.81,6.77,6.09,5.14,0.04,2.35,0.24,0.54,-0.56
3048,2.41,0.25,0.1,4.6,5.56,1.72,3.67,3.22,-0.44,1.65,4.73,1.56,0.26,2.73,2.01,0.28,-1.29,3.62,-0.07,0.05
3049,2.8,0.4,2.36,2.74,4.47,0.33,2.33,-0.06,0.54,0.44,0.42,4.71,1.82,3.76,7.02,0.3,1.21,2.2,0.38,-0.48
3050,4.45,3.41,-0.37,2.77,2.25,3.2,2.3,1.13,3.0,-0.53,0.32,2.12,4.81,4.49,2.86,3.36,2.87,3.45,-0.14,-0.55
3051,6.54,0.33,2.3,6.63,1.47,2.53,4.1,1.72,0.26,-0.46,1.05,0.95,0.39,3.84,1.72,2.1,-0.26,-0.94,-0.37,0.16
3052,0.68,1.02,2.63,1.84,1.98,1.96,0.02,0.17,1.91,1.51,1.37,4.81,6.77,6.09,5.14,0.04,2.35,0.24,2.99,-0.12
3053,0.07,0.4,2.36,2.74,4.47,0.33,2.33,-0.41,0.54,-0.15,2.53,4.71,0.4,3.76,7.02,0.3,2.2,0.38,-0.39,0.56
3054,0.18,0.25,0.1,4.6,5.56,1.72,3.67,3.22,0.24,0.15,2.29,1.56,-0.13,2.73,2.01,0.28,-1.29,0.13,0.19,0.26
3055,2.51,3.41,3.0,2.77,2.25,3.2,2.3,1.13,-0.53,-0.37,3.69,2.12,4.81,4.49,2.86,2.87,3.45,0.32,0.29,-0.28
3056,1.48,1.03,1.72,6.63,1.47,4.1,-0.76,0.26,-0.68,-0.46,3.86,0.95,0.39,-0.2,1.72,2.1,-0.26,-0.94,-0.37,0.16
3057,2.36,0.4,2.36,2.74,4.47,2.33,-0.08,-0.41,0.54,0.44,1.88,4.71,2.2,1.21,7.02,0.3,0.38,0.4,0.11,0.56
3058,2.56,1.02,2.63,1.84,1.98,0.02,1.51,-0.93,1.18,-0.04,5.1,4.81,6.77,6.09,5.14,0.04,2.35,0.24,0.54,1.6
3059,-0.02,0.25,0.1,4.6,5.56,1.72,3.67,3.22,-0.44,0.15,2.96,1.56,0.26,2.73,2.01,0.28,0.19,-1.29,3.62,0.05
3060,-0.2,0.4,2.36,2.74,4.47,0.33,2.33,-0.11,0.54,0.44,2.37,2.12,4.81,4.49,2.86,2.87,3.36,3.45,0.32,-0.14
3061,-0.34,1.56,0.26,0.28,2.73,2.01,0.19,-0.07,-1.29,3.62,1.37,1.03,1.72,6.63,1.47,4.1,2.53,-0.76,0.26,-0.46
3062,0.91,4.71,2.2,3.76,7.02,0.3,1.21,0.38,0.4,0.56,0.91,1.02,2.63,1.84,4.53,1.98,1.96,0.17,1.91,1.51
3063,0.86,0.39,0.06,-0.2,1.72,2.1,3.84,-0.32,-1.61,0.16,2.86,0.25,0.1,4.6,5.56,1.72,3.67,3.22,0.24,0.15
3064,0.38,3.41,3.0,2.77,2.25,3.2,2.3,1.13,-0.53,-0.37,4.25,4.81,6.77,6.09,5.14,0.04,2.35,0.24,2.99,-0.28
3065,7.43,0.4,2.36,2.74,4.47,0.33,2.33,0.44,0.54,-0.06,2.51,2.12,4.81,4.49,2.86,2.87,3.45,-0.55,0.29,-0.29
3066,0.34,1.56,0.26,0.28,2.73,2.01,0.19,0.13,-1.29,-1.14,1.17,0.33,2.3,6.63,1.47,4.1,2.53,1.03,0.26,-0.46
3067,3.56,2.2,1.21,4.71,7.02,0.3,3.76,0.38,0.4,0.56,0.56,1.02,2.63,1.84,4.53,1.98,1.96,0.17,1.91,1.51
3068,1.48,0.39,0.06,-0.2,1.72,2.1,3.84,-0.32,-1.61,0.16,0.82,0.25,0.1,4.6,5.56,1.72,3.67,3.22,0.24,0.15
3069,-0.14,2.3,-0.37,2.77,2.25,3.2,3.41,1.13,3.0,-0.53,1.48,4.81,6.77,6.09,5.14,0.04,2.35,0.24,0.54,-0.28
3070,2.8,0.4,2.36,2.74,4.47,0.33,2.33,0.44,0.54,-0.41,7.26,2.12,4.81,4.49,2.86,2.87,3.36,-0.44,-0.14,0.32
3071,4.73,1.56,0.26,2.73,0.28,0.19,2.01,-0.07,-0.24,3.62,6.66,0.33,2.3,6.63,1.47,4.1,2.53,1.72,0.26,0.0
3072,0.42,-0.48,2.2,4.71,7.02,0.3,3.76,0.38,0.4,0.56,1.08,1.02,2.63,1.84,4.53,1.98,0.02,1.51,1.91,0.07
3073,1.94,0.95,0.39,-0.2,1.72,2.1,3.84,-0.94,-1.61,0.16,2.41,0.25,0.1,4.6,5.56,1.72,3.67,3.22,0.24,0.15
3074,5.33,3.41,3.0,2.77,2.25,3.2,2.3,1.13,-0.53,-0.37,4.45,4.81,6.77,6.09,5.14,0.04,2.35,0.24,0.54,1.6
3075,2.29,1.56,0.26,2.73,2.01,0.19,-0.07,-0.24,3.62,-1.29,4.45,3.41,2.3,2.77,0.46,3.2,2.25,1.13,3.0,-0.37
3076,1.05,0.95,0.39,-0.2,1.72,2.1,3.84,-0.94,-1.61,0.16,0.68,1.02,2.63,1.84,4.53,1.98,1.96,0.11,0.17,1.91
3077,1.37,4.81,6.77,6.09,5.14,0.04,2.35,0.24,2.99,0.04,0.18,0.25,0.1,4.6,5.56,1.72,3.67,3.22,0.24,0.15
3078,6.54,0.33,2.3,6.63,4.1,2.53,1.03,1.72,0.26,0.0,0.07,0.4,2.36,2.74,4.47,-0.16,-0.11,0.3,0.54,-0.14
3079,0.32,2.12,4.81,4.49,2.86,3.45,3.36,0.32,-0.44,-0.55,-0.12,4.71,-0.48,3.76,7.02,0.3,1.21,2.2,-0.06,0.56
3080,2.96,1.56,0.26,2.73,1.71,0.28,2.01,0.19,-0.24,3.62,2.51,3.41,-0.37,2.77,0.46,2.25,2.3,1.13,-0.4,3.0
3081,3.86,0.39,0.16,-0.2,1.72,2.1,3.84,-0.03,-0.37,-0.94,2.56,2.63,0.02,1.98,4.53,1.96,1.51,1.18,0.11,1.02
3082,3.69,0.32,4.81,4.49,2.86,3.45,2.12,3.36,-0.29,-0.55,1.88,4.71,2.2,1.68,7.02,0.3,-0.06,1.21,0.4,0.38
3083,5.1,4.81,6.77,6.09,5.14,0.04,2.35,0.54,-0.28,0.04,-0.02,0.25,0.1,4.6,5.56,1.72,3.67,3.22,0.24,0.15
3084,1.48,1.72,2.3,6.63,4.1,1.03,0.26,0.0,-0.68,0.33,2.36,0.4,2.36,-0.11,4.47,-0.16,2.33,-0.19,0.54,0.44
